id,depth,동작,예상,tree_flag,verdict,req_section,evidence,dup_status
132211111132,12,사용자가 RD refresh를 누름,현재 tunnel을 끊고 refresh 재연결 흐름으로 이동,route to: 1324,UNSPECIFIED,-,protocol detail unspecified,
132211111133,12,사용자가 RD 밖의 VSCodium 표면을 조작하려 함,Xpair RD flow 밖이므로 접근 불가,terminate,UNSPECIFIED,-,access rule unspecified,
132211133130,12,지연 중 RD를 닫음,tunnel과 stream 상태를 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
132211133131,12,사용자가 계속 기다림,연결 중 overlay 유지,continue,UNSPECIFIED,-,too specific for requirements,
132211133132,12,사용자가 refresh를 누름,새 tunnel과 signaling 연결을 다시 시도,route to: 1324,BACKED,"§1.9 Q0548,Q0552",Remote Desktop must reconnect reliably across launches.,
132211133133,12,사용자가 RD 밖의 VSCodium 표면을 조작하려 함,Xpair RD flow 밖이므로 접근 불가,terminate,UNSPECIFIED,-,access rule unspecified,
132331111110,12,frame 갱신 직후 RD를 닫음,이후 frame과 signaling 처리를 멈추고 종료,terminate,UNSPECIFIED,-,no requirement on this UI detail,
132331111111,12,stream이 계속 살아 있음,"다음 frame, refresh, 오류, 입력 시도 중 하나를 기다림",continue,UNSPECIFIED,-,no direct requirement,
132331111112,12,사용자가 host 설정 변경을 시도함,RD 밖 host 설정 흐름으로 이동,route to: 1225,UNSPECIFIED,-,no direct requirement for this branch,
132331111113,12,사용자가 VSCodium 기본 기능으로 빠짐,Xpair RD flow 밖이므로 접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
132331121110,12,frame 갱신 뒤 RD를 닫음,tunnel과 stream을 정리하고 종료,terminate,UNSPECIFIED,-,no requirement on this UI detail,
132331121111,12,view-only 화면 표시를 계속 봄,"다음 frame, refresh, 입력 시도, 오류로 분기",continue,UNSPECIFIED,-,no direct requirement,
132331121112,12,view-only 표시가 사라지거나 제어 가능처럼 보임,"접근 불가, RD는 display-only여야 함",terminate,UNSPECIFIED,-,no direct requirement,
132331121113,12,사용자가 Xpair 범위 밖 VSCodium 기능을 조작함,접근 불가로 종료,terminate,UNSPECIFIED,-,no direct requirement for this branch,
132332111110,12,frame 수신 직후 RD를 닫음,peer 연결과 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no requirement on this UI detail,
132332111111,12,화면 갱신이 계속됨,"다음 frame, 오류, refresh, 입력 시도 중 하나를 기다림",continue,UNSPECIFIED,-,not directly specified,
132332111112,12,host 화면 크기나 해상도가 바뀐 frame이 옴,같은 RD video 안에서 표시 영역만 갱신함,route to: 13233212,UNSPECIFIED,-,no requirement on this UI detail,
132332111113,12,사용자가 Xpair 범위 밖 VSCodium 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
132332121110,12,frame 수신 뒤 RD를 닫음,연결을 정리하고 종료,terminate,UNSPECIFIED,-,no requirement on this UI detail,
132332121111,12,새 크기로 화면 갱신이 계속됨,"다음 frame, 오류, refresh, 입력 시도 중 하나를 기다림",continue,UNSPECIFIED,-,no requirement on RD state detail,
132332121112,12,host 설정 변경을 시도함,RD 밖 host 설정 흐름으로 이동,route to: 1225,UNSPECIFIED,-,no requirement on this UI detail,
132332121113,12,사용자가 VSCodium 기본 표면으로 빠짐,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
132532121110,12,frame 갱신 직후 RD를 닫음,연결 정리 후 종료,terminate,UNSPECIFIED,-,no requirement on this UI detail,
132532121111,12,복구된 화면 갱신이 계속됨,"다음 frame, 오류, refresh, 입력 시도 중 하나를 기다림",continue,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
132532121112,12,사용자가 host 설정 변경을 시도함,RD 밖 host 설정 흐름으로 이동,route to: 1225,UNSPECIFIED,-,no direct requirement for this branch,
132532121113,12,사용자가 Xpair 범위 밖 VSCodium 기능을 조작함,접근 불가로 종료,terminate,UNSPECIFIED,-,no direct requirement for this branch,
132712214140,12,불명확 상태에서 RD를 닫음,panel과 stream 상태를 정리하고 종료,terminate,UNSPECIFIED,-,protocol detail unspecified,
132712214141,12,기존 RD 상태를 다시 확인함,"연결 중, 화면 표시, 오류, 불명확 상태로 분기",continue,UNSPECIFIED,-,no direct requirement,
132712214142,12,사용자가 RD refresh를 누름,기존 연결을 정리하고 새 연결로 재시도,route to: 1324,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches,
132712214143,12,사용자가 중복 RD 생성을 다시 요구함,"접근 불가, 중복 RD 생성은 차단 대상",terminate,UNSPECIFIED,-,no direct requirement for this UI detail,
132712324140,12,판정 전에 RD 표면을 닫음,panel과 stream 상태를 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
132712324141,12,단일 panel 수렴 여부를 다시 확인함,"기존 panel, 새 panel, 중복, 불명확 상태로 분기",continue,UNSPECIFIED,-,no direct requirement,
132712324142,12,사용자가 RD 명령을 다시 실행함,새 탭 없이 기존 RD만 앞으로 가져와야 함,route to: 13273,UNSPECIFIED,-,RD behavior detail unspecified,
132712324143,12,사용자가 VSCodium 기본 탭 관리 기능을 조작하려 함,Xpair RD flow 밖이므로 접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
133111111110,12,펼친 folder에서 아무 action도 하지 않음,선택과 tree 표시만 유지,terminate,UNSPECIFIED,-,not directly specified,
133111111111,12,다음 하위 folder 목록이 보임,"folder 탐색, New Session Here, favorite만 허용",continue,UNSPECIFIED,-,no direct requirement,
133111111112,12,펼친 위치에 folder 없이 파일만 보임,"파일 편집은 접근 불가, folder 탐색은 더 진행하지 않음",terminate,UNSPECIFIED,-,not directly specified,
133111111113,12,펼친 위치를 읽을 수 없거나 sync가 끊김,오류를 표시하고 Add Root 또는 mapping 복구 흐름으로만 이동 가능,route to: 13312,BACKED,§1.7 Q0041 Q0042 Q0043,maps client paths to host paths,
133332111110,12,nested folder 목록을 보고 멈춤,Browser selection 상태만 유지,terminate,UNSPECIFIED,-,not directly specified,
133332111111,12,사용자가 nested folder를 선택함,nested folder 기준 세션 시작 또는 추가 탐색 가능,continue,UNSPECIFIED,-,no direct requirement for this branch,
133332111112,12,사용자가 새 root row의 New Session Here를 클릭함,새 root의 host folder 기준 새 Xpair session 시작 흐름으로 이동,route to: 1234,BACKED,§1.8 Q0480,Sessions is the primary container.,
133332111113,12,사용자가 Browser 안에서 Xpair 범위 밖 VSCodium 기능으로 빠짐,접근 불가,terminate,UNSPECIFIED,-,access rule unspecified,
133332112110,12,nested 목록을 보고 멈춤,Browser selection 상태만 유지,terminate,UNSPECIFIED,-,not directly specified,
133332112111,12,다음 하위 folder가 보임,folder 탐색 또는 세션 시작을 판단,continue,UNSPECIFIED,-,no direct requirement,
133332112112,12,선택한 folder에서 New Session Here를 클릭함,선택 folder 기준 새 Xpair session 시작 흐름으로 이동,route to: 1234,UNSPECIFIED,-,no direct requirement for branch,
133332112113,12,사용자가 Browser 안에서 Xpair 범위 밖 VSCodium 기능으로 빠짐,접근 불가,terminate,UNSPECIFIED,-,access rule unspecified,
133332141110,12,하위 목록을 보고 멈춤,선택 상태만 유지,terminate,UNSPECIFIED,-,not directly specified,
133332141111,12,다음 하위 folder가 보임,folder 탐색 또는 세션 시작을 판단,continue,UNSPECIFIED,-,no direct requirement,
133332141112,12,선택한 folder에서 New Session Here를 클릭함,선택 folder 기준 새 Xpair session 시작 흐름으로 이동,route to: 1234,UNSPECIFIED,-,no direct requirement for branch,
133332141113,12,선택한 folder에서 favorite을 토글함,favorite 상태만 바뀌고 Browser 탐색 상태는 유지,terminate,BACKED,§1.4 Q0382 Q0384,First connection should be LAN-first: scan the local network with Bonjour,
133332142110,12,nested 목록을 보고 멈춤,Browser tree 상태만 유지,terminate,UNSPECIFIED,-,not directly specified,
133332142111,12,다음 하위 folder가 보임,folder 탐색 또는 세션 시작을 판단,continue,UNSPECIFIED,-,no direct requirement,
133332142112,12,사용자가 Browser 안에서 Add Root를 다시 누름,추가 host folder 입력 흐름으로 이동,route to: 1333,BACKED,§1.8 Q0398 Q0414 Q0480,Browser should show mapped roots and provide Add Mapping,
133332142113,12,사용자가 Browser 안에서 Xpair 범위 밖 VSCodium 기능으로 빠짐,접근 불가,terminate,UNSPECIFIED,-,access rule unspecified,
133521111110,12,진행 출력 중 terminal을 닫음,로그 묶음 결과 확인 없이 종료,terminate,UNSPECIFIED,-,not directly specified,
133521111111,12,사용자가 출력을 계속 기다림,"추가 진행, 성공, 실패, 중단 중 하나로 분기",continue,UNSPECIFIED,-,no direct requirement for this UI detail,
133521111112,12,collect terminal에서 Xpair 범위 밖 shell 명령을 실행하려 함,"접근 불가, 로그 수집 userflow 밖으로 종료",terminate,UNSPECIFIED,-,no requirement on this UI detail,
133521111140,12,복사 후 terminal을 닫음,복사한 텍스트만 남고 결과 확인 없이 종료,terminate,UNSPECIFIED,-,no explicit requirement,
133521111141,12,command가 계속 실행 중임,"추가 진행, 성공, 실패, 중단 중 하나로 분기",continue,UNSPECIFIED,-,no requirement on this UI detail,
133521111142,12,collect terminal에서 Xpair 범위 밖 shell 명령을 실행하려 함,"접근 불가, 로그 수집 userflow 밖으로 종료",terminate,UNSPECIFIED,-,no requirement on this UI detail,
133521121130,12,붙여넣은 뒤 Xpair로 돌아오지 않음,Xpair 내부 flow는 종료,terminate,UNSPECIFIED,-,no explicit requirement,
133521121131,12,사용자가 Xpair로 돌아와 로그 폴더를 다시 확인함,Show Logs 표면으로 돌아가 로그 폴더를 확인한다,route to: 13351,BACKED,"§1.12 Q0380,Q0400",Users must be able to collect logs after a crash or failed setup,
133521121132,12,같은 terminal에서 다시 collect를 실행함,새 로그 묶음 수집 흐름을 다시 시작,route to: 133521,BACKED,"§1.12 Q0380,Q0400",Users must be able to collect logs after a crash or failed setup,
133521121133,12,전달 문서에 추가 정보를 붙여 넣음,Xpair 내부는 추가 외부 작성 내용을 추적하지 않음,continue,UNSPECIFIED,-,not directly specified,
133521211130,12,붙여넣은 뒤 Xpair로 돌아오지 않음,Xpair 내부 flow는 종료,terminate,UNSPECIFIED,-,no explicit requirement,
133521211131,12,사용자가 Xpair로 돌아와 로그 폴더를 확인함,Show Logs 표면으로 돌아가 로그 폴더를 확인한다,route to: 13351,BACKED,"§1.12 Q0380,Q0400",Users must be able to collect logs after a crash or failed setup,
133521211132,12,같은 terminal에서 다시 collect를 실행함,새 로그 묶음 수집 흐름을 다시 시작,route to: 133521,BACKED,"§1.12 Q0380,Q0400",Users must be able to collect logs after a crash or failed setup,
133521211133,12,전달 문서에 추가 정보를 붙여 넣음,Xpair 내부는 추가 외부 작성 내용을 추적하지 않음,continue,UNSPECIFIED,-,not directly specified,
133533111110,12,진행 출력 중 terminal을 닫음,결과 확인 없이 종료,terminate,UNSPECIFIED,-,not directly specified,
133533111111,12,사용자가 출력을 계속 기다림,"추가 진행, 성공, 실패, 중단 중 하나로 분기",continue,UNSPECIFIED,-,no direct requirement for this UI detail,
133533111112,12,사용자가 실행 중 Xpair 범위 밖 VSCodium 기능으로 빠짐,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
133533111140,12,복사 후 terminal을 닫음,복사한 텍스트만 남고 결과 확인 없이 종료,terminate,UNSPECIFIED,-,no explicit requirement,
133533111141,12,command가 계속 실행 중임,"추가 진행, 성공, 실패, 중단 중 하나로 분기",continue,UNSPECIFIED,-,no requirement on this UI detail,
133533111142,12,사용자가 실행 중 Xpair 범위 밖 VSCodium 기능으로 빠짐,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
133533141110,12,진행 출력 중 terminal을 닫음,복사한 텍스트만 남고 결과 확인 없이 종료,terminate,UNSPECIFIED,-,not directly specified,
133533141111,12,사용자가 출력을 계속 기다림,"추가 진행, 성공, 실패, 중단 중 하나로 분기",continue,UNSPECIFIED,-,no direct requirement for this UI detail,
133533141112,12,사용자가 실행 중 Xpair 범위 밖 VSCodium 기능으로 빠짐,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
133533141140,12,복사 후 terminal을 닫음,복사한 텍스트만 남고 결과 확인 없이 종료,terminate,UNSPECIFIED,-,no explicit requirement,
133533141141,12,command가 계속 실행 중임,"추가 진행, 성공, 실패, 중단 중 하나로 분기",continue,UNSPECIFIED,-,no requirement on this UI detail,
133533141142,12,사용자가 실행 중 Xpair 범위 밖 VSCodium 기능으로 빠짐,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
211211321110,12,화면 표시 직후 terminal을 닫음,host session은 detached 상태로 남음,terminate,UNSPECIFIED,-,not directly specified,
211211321111,12,attached remote tmux 화면이 입력 가능 상태임,사용자는 기존 agent 화면을 보거나 detach할 수 있음,continue,BACKED,§1.6 Q0056,launching/attaching persistent host sessions from the client,
211211321112,12,사용자가 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
211211322110,12,화면 표시 직후 terminal을 닫음,host session은 detached 상태로 남음,terminate,UNSPECIFIED,-,not directly specified,
211211322111,12,attached remote tmux 화면이 입력 가능 상태임,사용자는 기존 agent 화면을 보거나 detach할 수 있음,continue,BACKED,§1.6 Q0056,launching/attaching persistent host sessions from the client,
211211322112,12,사용자가 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
211222211130,12,끊김 중 terminal을 닫음,host session은 detached 상태로 남음,terminate,UNSPECIFIED,-,no direct requirement,
211222211131,12,사용자가 복구를 기다림,"복구 성공, 실패, 재시도 중 하나로 분기",continue,BACKED,§1.9 Q0548,Remote Desktop must reconnect reliably across launches.,
211222211132,12,사용자가 새 launch를 다시 실행함,중복 attach 대신 기존 session 재attach 흐름으로 이동,route to: 2112222,BACKED,§1.6 Q0061,Detached/orphaned session handling is part of the launcher requirement,
211222211133,12,사용자가 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
211412111130,12,끊김 중 terminal을 닫음,새 session은 detached 상태로 남음,terminate,UNSPECIFIED,-,no direct requirement,
211412111131,12,사용자가 복구를 기다림,"복구 성공, 실패, 재시도 중 하나로 분기",continue,BACKED,§1.9 Q0548,Remote Desktop must reconnect reliably across launches.,
211412111132,12,사용자가 launch를 다시 실행함,새 session 재attach 또는 detached branch로 이동,route to: 21142,BACKED,"§1.6 Q0056,Q0153,Q0154",launching/attaching persistent host sessions from the client,
211412111133,12,사용자가 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
211421321130,12,끊김 중 terminal을 닫음,host session은 detached 상태로 남음,terminate,UNSPECIFIED,-,no direct requirement,
211421321131,12,사용자가 복구를 기다림,"복구 성공, 실패, 지연 중 하나로 분기",continue,BACKED,§1.9 Q0548,Remote Desktop must reconnect reliably across launches.,
211421321132,12,사용자가 launch를 다시 실행함,기존 session reattach 흐름으로 돌아감,route to: 21142,BACKED,"§1.6 Q0056,Q0153,Q0154",launching/attaching persistent host sessions from the client,
211421321133,12,사용자가 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
211421332120,12,resize 반복 뒤 terminal을 닫음,remote session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
211421332121,12,resize된 화면을 계속 봄,사용자는 같은 session을 새 크기로 계속 확인,continue,UNSPECIFIED,-,no direct requirement,
211421332122,12,resize 중 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement,
211422113130,12,resize 직후 terminal을 닫음,기존 session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
211422113131,12,사용자가 반영된 화면을 계속 봄,기존 agent session 화면이 입력 가능한 상태로 유지,continue,UNSPECIFIED,-,no direct requirement for this branch,
211422113132,12,사용자가 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
311332111110,12,로그 기록 직후 사용자가 종료함,생성된 aqua session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311332111111,12,title 출력으로 진행함,terminal과 Xpair 표면에서 현재 session name이 보임,route to: 31133311,UNSPECIFIED,-,no direct requirement,
311332111112,12,로그 기록이 실패함,session 생성은 유지하되 진단 로그 누락 상태로 attach를 시도,route to: 31133311,UNSPECIFIED,-,no direct requirement,
311332111113,12,사용자가 생성된 session을 attach하지 않고 나중에 붙으려 함,detached 기존 session attach 흐름으로 이동,route to: 31134,BACKED,§1.6 Q0056,launching/attaching persistent host sessions,
311332111120,12,title 출력 직후 사용자가 종료함,새 aqua session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311332111121,12,OSC title이 표시됨,새 session name을 확인하고 attach handoff로 진행,route to: 311333111,UNSPECIFIED,-,no direct requirement,
311332111122,12,OSC title이 표시되지 않음,title 없이도 attach handoff로 진행,route to: 311333112,UNSPECIFIED,-,no direct requirement,
311332111123,12,사용자가 표시된 session을 다른 session으로 바꾸려 함,session 선택 흐름으로 이동,route to: 131,BACKED,§1.6 Q0056,launching/attaching persistent host sessions from the client,
311333111110,12,attach 직후 terminal 탭을 닫음,aqua session은 detached 상태로 유지됨,terminate,UNSPECIFIED,-,no direct requirement,
311333111111,12,새 agent shell 입력 화면을 확인함,"메시지 입력, 대기, detach 중 하나로 이어짐",continue,BACKED,§1.6 Q0056,launching/attaching persistent host sessions from the client,
311333111112,12,사용자가 Xpair 범위 밖 shell 명령을 실행함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
311333111120,12,takeover 직후 terminal을 닫음,aqua session은 detached 상태로 유지됨,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311333111121,12,현재 terminal에서 agent 화면을 확인함,stale client와 무관하게 현재 화면에서 입력 가능해야 함,continue,UNSPECIFIED,-,not directly specified,
311333111122,12,사용자가 같은 project를 새로 실행함,live client가 있으므로 fresh 번호 판단으로 이동,route to: 31135,UNSPECIFIED,-,too specific for requirements,
311333112110,12,attach 직후 terminal을 닫음,aqua session은 detached 상태로 유지됨,terminate,UNSPECIFIED,-,no direct requirement,
311333112111,12,사용자가 agent 화면을 확인함,"메시지 입력, detach, session 식별 중 하나로 분기",continue,UNSPECIFIED,-,no direct requirement for this branch,
311333112112,12,title 미표시를 이유로 새 session을 원함,fresh session 선택 흐름으로 이동,route to: 31135,UNSPECIFIED,-,no direct requirement,
311333112120,12,확인 시도 없이 terminal을 닫음,session은 detached 상태로 남음,terminate,UNSPECIFIED,-,not directly specified,
311333112121,12,session 목록을 열어 확인하려 함,Sessions 표면으로 이동,route to: 131,UNSPECIFIED,-,no direct requirement,
311333112122,12,로그에서 session name을 확인하려 함,로그 확인 흐름으로 이동,route to: 1335,UNSPECIFIED,-,no direct requirement,
311333112123,12,이름 확인 없이 agent 입력을 계속함,이후 대화는 agent 자체 flow로 넘어감,terminate,UNSPECIFIED,-,no direct requirement for this state,
311333112124,12,이름 미확인 때문에 새 session을 원함,fresh session 선택 흐름으로 이동,route to: 31135,UNSPECIFIED,-,no direct requirement for this state,
311341111110,12,입력 화면에서 바로 닫음,agent 프로세스는 tmux 안에서 계속 실행되고 세션은 detached로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311341111111,12,일반 메시지를 입력함,기존 대화 맥락으로 입력 전달,terminate,UNSPECIFIED,-,no direct requirement for this state,
311341111112,12,여러 줄 prompt를 붙여넣음,기존 agent 입력으로 전달,terminate,BACKED,§1.8 Q0550 Q0551,copy/paste (cmd+c / cmd+v) and the close (x) control must function,
311341111113,12,slash command를 입력함,해당 agent CLI command 흐름으로 넘어감,terminate,UNSPECIFIED,-,no direct requirement,
311341111114,12,tmux detach를 실행함,session은 detached 상태로 남고 다음 local launch에서 takeover 가능,route to: 31134,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311341111115,12,Xpair 범위 밖 shell 작업을 시도함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement,
311341111120,12,prompt에서 terminal을 닫음,prompt는 해결되지 않고 session은 detached로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311341111121,12,사용자가 허용함,agent 작업이 계속 진행되고 입력 대기 또는 출력으로 이동,route to: 3113431221,BACKED,§1.10 Q0103,Approve handling must account for permission prompts,
311341111122,12,사용자가 거부함,해당 agent 작업은 중단되고 세션은 같은 화면에 남음,route to: 3113431222,UNSPECIFIED,-,too specific for requirements,
311341111123,12,사용자가 prompt 내용을 복사만 함,agent 상태는 바뀌지 않음,terminate,UNSPECIFIED,-,no direct requirement for this branch,
311341111124,12,prompt 대신 Xpair 범위 밖 명령을 실행하려 함,접근 불가,terminate,UNSPECIFIED,-,not directly specified,
311341111210,12,명령 입력 직후 terminal을 닫음,shell 세션은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311341111211,12,agent CLI를 직접 실행함,이후 입력은 agent 자체 flow로 넘어감,terminate,UNSPECIFIED,-,no direct requirement,
311341111212,12,shell 상태 확인 명령을 실행함,shell 출력만 추가되고 session은 유지,terminate,UNSPECIFIED,-,no direct requirement,
311341111213,12,Xpair 범위 밖 위험한 shell 작업을 시도함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement,
311341111214,12,새 agent session을 원함,fresh aqua session 선택 흐름으로 이동,route to: 31135,BACKED,§1.6 Q0056,launching/attaching persistent host sessions from the client,
311343111110,12,입력 직후 terminal을 닫음,입력은 전달됐고 session은 detached로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311343111111,12,agent가 응답 출력 중임,사용자는 완료를 기다리거나 중단할 수 있음,continue,UNSPECIFIED,-,no direct requirement,
311343111112,12,사용자가 Xpair 범위 밖 tmux/shell 조작을 시도함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
311343111120,12,prompt에서 terminal을 닫음,prompt는 해결되지 않고 session은 detached로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311343111121,12,사용자가 허용함,agent 작업이 다음 단계로 진행됨,route to: 3113431221,BACKED,§1.10 Q0103,Approve handling must account for permission prompts,
311343111122,12,사용자가 거부함,해당 agent 작업은 중단됨,route to: 3113431222,UNSPECIFIED,-,too specific for requirements,
311343111123,12,prompt 내용을 복사함,agent 상태는 바뀌지 않음,terminate,UNSPECIFIED,-,not directly specified,
311343111124,12,prompt 대신 새 세션을 만들려 함,fresh session 선택 흐름으로 이동,route to: 31135,UNSPECIFIED,-,not directly specified,
311343121110,12,입력 직후 terminal을 닫음,입력은 전달됐고 session은 detached로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311343121111,12,agent 응답을 기다림,"완료, prompt, 장기 출력 중 하나로 분기",continue,UNSPECIFIED,-,no direct requirement,
311343121112,12,사용자가 Xpair 범위 밖 tmux 조작을 함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
311343121120,12,제출 직후 terminal을 닫음,입력은 전달됐고 session은 detached로 남음,terminate,BACKED,"§1.6 Q0061,Q0062,Q0063",Detached/orphaned session handling is part of the launcher requirement,
311343121121,12,agent가 긴 prompt를 처리함,"완료, prompt, 장기 출력 중 하나로 분기",continue,UNSPECIFIED,-,no direct requirement,
311343121122,12,Xpair 범위 밖 paste/terminal 설정을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement,
311343121130,12,command 입력 직후 terminal을 닫음,command는 전달됐고 session은 detached로 남음,terminate,UNSPECIFIED,-,no requirement on this UI detail,
311343121131,12,command가 agent 내부에서 실행됨,"완료, prompt, 오류 중 하나로 분기",continue,UNSPECIFIED,-,no requirement on this UI detail,
311343121132,12,Xpair 범위 밖 shell command를 입력하려 함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement,
311343121210,12,focus 복구 직후 terminal을 닫음,새 입력 없이 session이 detached로 남음,terminate,UNSPECIFIED,-,no requirement on this UI detail,
311343121211,12,focus가 agent pane으로 돌아옴,"메시지 입력, paste, command 중 하나를 선택할 수 있음",continue,BACKED,§1.8 Q0550 Q0551,Terminal interaction must work over the remote path,
311343121212,12,focus가 여전히 맞지 않음,키보드 focus 복구를 시도하거나 종료,route to: 31134312122,UNSPECIFIED,-,no requirement on this UI detail,
311343121220,12,focus 복구 직후 닫음,새 입력 없이 session이 detached로 남음,terminate,UNSPECIFIED,-,no requirement on this UI detail,
311343121221,12,focus가 agent pane으로 돌아옴,"메시지 입력, paste, command 중 하나를 선택할 수 있음",continue,BACKED,§1.8 Q0550 Q0551,Terminal interaction must work over the remote path,
311343121222,12,focus 복구가 실패함,클릭 복구 또는 종료로 돌아감,route to: 31134312121,UNSPECIFIED,-,no requirement on this UI detail,
311343122110,12,입력 대기 화면에서 terminal을 닫음,aqua session은 detached 상태로 남음,terminate,UNSPECIFIED,-,no direct requirement for this state,
311343122111,12,사용자가 일반 메시지를 입력함,이후 대화는 agent 자체 flow로 넘어감,terminate,BACKED,§1.6 Q0056,launching/attaching persistent host sessions from the client,
311343122112,12,사용자가 여러 줄 prompt를 붙여넣음,이후 대화는 agent 자체 flow로 넘어감,terminate,UNSPECIFIED,-,no direct requirement for this branch,
311343122113,12,사용자가 slash command를 입력함,agent CLI command 흐름으로 넘어감,terminate,UNSPECIFIED,-,too specific for requirements,
311343122114,12,사용자가 tmux detach를 실행함,session은 detached로 남고 다음 local launch에서 takeover 가능,route to: 31134,BACKED,"§1.6 Q0061,Q0062,Q0063",Detached/orphaned session handling is part of the launcher requirement,
311343122115,12,Xpair 범위 밖 shell 또는 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement,
311343122120,12,진행 출력 중 terminal을 닫음,작업은 tmux 안에서 계속될 수 있고 session은 detached로 남음,terminate,BACKED,"§1.6 Q0061,Q0062,Q0063",Detached/orphaned session handling is part of the launcher requirement,
311343122121,12,사용자가 작업 완료까지 기다림,완료 뒤 agent prompt 또는 결과 화면으로 넘어감,terminate,UNSPECIFIED,-,no direct requirement for this UI detail,
311343122122,12,사용자가 중단 키를 보냄,agent 작업이 중단되거나 prompt로 복귀,terminate,UNSPECIFIED,-,no direct requirement for this UI detail,
311343122123,12,진행 출력 중 추가 입력을 시도함,현재 agent 상태에 따라 입력이 무시되거나 prompt로 전달됨,terminate,UNSPECIFIED,-,not directly specified,
311343122124,12,사용자가 tmux detach를 실행함,작업은 tmux 안에서 계속되고 다음 launch에서 takeover 가능,route to: 31134,BACKED,"§1.6 Q0061,Q0062,Q0063",Detached/orphaned session handling is part of the launcher requirement,
311343122125,12,Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement,
311343122210,12,입력 대기 화면에서 terminal을 닫음,session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311343122211,12,사용자가 새 메시지를 입력함,이후 대화는 agent 자체 flow로 넘어감,terminate,UNSPECIFIED,-,no direct requirement for this branch,
311343122212,12,사용자가 slash command를 입력함,agent CLI command 흐름으로 넘어감,terminate,UNSPECIFIED,-,too specific for requirements,
